COMPLETE PROGRAMS REPORT
Total installed: 123
Total store apps: 163
Total running: 125
Total startup: 8

================================================================================
INSTALLED PROGRAMS (123)
================================================================================

Microsoft.WindowsAppRuntime.2 | 2.0.1.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsAppRuntime.2 | 2.0.1.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsAppRuntime.CBS.1.6 | 6000.708.357.100 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsAppRuntime.CBS.1.8 | 8000.715.1812.100 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsCalculator | 11.2508.4.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsCamera | 2025.2510.2.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsNotepad | 11.2512.29.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsSoundRecorder | 1.1.86.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsStore | 22603.1401.19.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.WindowsTerminal | 1.24.11321.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.Winget.Source | 2026.507.1538.57 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.XboxGameCallableUI | 1000.25128.1000.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.XboxSpeechToTextOverlay | 1.111.30001.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.YourPhone | 1.26032.102.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Microsoft.ZuneMusic | 11.2603.12.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftCorporationII.QuickAssist | 2.0.35.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftCorporationII.WinAppRuntime.Main.1.5 | 5001.373.1736.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftCorporationII.WinAppRuntime.Main.1.8 | 8000.836.2153.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftCorporationII.WinAppRuntime.Singleton | 8002.0.1.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftCorporationII.WindowsSubsystemForLinux | 2.6.1.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftCorporationII.WinML.Intel.OpenVINO.EP.1.8 | 1.8.74.0 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.60719890.Voiess | 1000.26100.8115.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.60719895.Livtop | 1000.26100.8115.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.60719896.Speion | 1000.26100.8115.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.60719898.InpApp | 1000.26100.8115.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Client.CBS | 1000.26100.297.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Client.Core | 1000.26100.86.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Client.CoreAI | 1000.26100.8246.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Client.FileExp | 1000.26100.4.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Client.OOBE | 1000.26100.40.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Client.Photon | 1000.26100.10.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Client.WebExperience | 526.1202.40.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.CrossDevice | 1.26032.83.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.Speech.en-US.1 | 1.0.28.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MicrosoftWindows.UndockedDevKit | 10.0.26100.1 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
MSTeams | 26072.521.4595.7966 | CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Windows.CBSPreview | 10.0.19580.1000 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
windows.immersivecontrolpanel | 10.0.8.1000 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US
Windows.PrintDialog | 6.2.3.0 | CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US

================================================================================
RUNNING PROCESSES (125)
================================================================================

ApMsgFwd.exe | 832 | 2,512 K
ApntEx.exe | 9152 | 2,016 K
Apoint.exe | 4928 | 6,964 K
AppActions.exe | 5424 | 12,696 K
ApplePhotoStreams.exe | 15352 | 4,756 K
ApplicationFrameHost.exe | 6412 | 6,988 K
ApRemote.exe | 9060 | 1,080 K
AsixService.exe | 4496 | 4,512 K
backgroundTaskHost.exe | 31492 | 61,320 K
bash.exe | 19504 | 1,244 K
chrome.exe | 71420 | 529,876 K
cmd.exe | 16632 | 1,252 K
Code.exe | 37104 | 147,504 K
CodeSetup-stable-974500e64f0d1cfdf7c9821a2a51c2cb3bf0e561.exe | 23040 | 13,580 K
CodeSetup-stable-974500e64f0d1cfdf7c9821a2a51c2cb3bf0e561.tmp | 45872 | 52,600 K
conda.exe | 20400 | 1,296 K
conhost.exe | 5996 | 2,784 K
CrossDeviceResume.exe | 8772 | 12,348 K
csrss.exe | 860 | 3,672 K
ctfmon.exe | 13868 | 48,956 K
Dell.CoreServices.Client.exe | 6764 | 138,852 K
Dell.TechHub.Analytics.SubAgent.exe | 6692 | 69,720 K
Dell.TechHub.DataManager.SubAgent.exe | 6812 | 73,592 K
Dell.TechHub.Diagnostics.SubAgent.exe | 6664 | 124,728 K
Dell.TechHub.exe | 4532 | 44,808 K
Dell.TechHub.Instrumentation.SubAgent.exe | 6824 | 165,136 K
Dell.TechHub.Instrumentation.UserProcess.exe | 8740 | 49,396 K
Dell.Update.SubAgent.exe | 6732 | 26,016 K
dllhost.exe | 64124 | 20,484 K
dwm.exe | 1460 | 75,816 K
editors_helper.exe | 13024 | 619,960 K
esif_uf.exe | 4320 | 2,240 K
explorer.exe | 7468 | 477,236 K
fontdrvhost.exe | 1180 | 1,756 K
hidfind.exe | 9068 | 2,644 K
HidMonitorSvc.exe | 4484 | 4,916 K
HostControlService.exe | 4332 | 2,820 K
HostStorageService.exe | 58144 | 7,988 K
iCloudCKKS.exe | 11552 | 3,244 K
iCloudHome.exe | 14488 | 18,476 K
igfxCUIService.exe | 2796 | 3,368 K
igfxEM.exe | 7844 | 6,028 K
IntelCpHDCPSvc.exe | 1932 | 1,936 K
IntelCpHeciSvc.exe | 2236 | 2,560 K
jhi_service.exe | 8364 | 1,892 K
LsaIso.exe | 864 | 1,824 K
lsass.exe | 940 | 20,780 K
Memory Compression | 2732 | 96,920 K
Microsoft.CmdPal.UI.exe | 9212 | 45,492 K
MpDefenderCoreService.exe | 4756 | 14,816 K
ms-teams.exe | 14180 | 34,228 K
ms-teamsupdate.exe | 49888 | 37,804 K
msdtc.exe | 13640 | 4,640 K
msedgewebview2.exe | 13924 | 53,732 K
MsMpEng.exe | 5028 | 438,220 K
NgcIso.exe | 2544 | 2,808 K
NisSrv.exe | 1496 | 6,088 K
OneApp.IGCC.WinService.exe | 4612 | 12,344 K
OneDrive.Sync.Service.exe | 19092 | 24,364 K
OpenConsole.exe | 28204 | 11,592 K
pet.exe | 30904 | 8,712 K
pg_ctl.exe | 4732 | 2,060 K
postgres.exe | 5964 | 3,828 K
powershell.exe | 30496 | 79,336 K
PowerToys.AlwaysOnTop.exe | 7788 | 3,592 K
PowerToys.Awake.exe | 7812 | 17,968 K
PowerToys.exe | 3352 | 19,700 K
PowerToys.FancyZones.exe | 1116 | 6,024 K
PowerToys.KeyboardManagerEngine.exe | 9464 | 1,732 K
PowerToys.LightSwitchService.exe | 9508 | 4,004 K
PowerToys.MouseJumpUI.exe | 9736 | 4,332 K
PowerToys.Peek.UI.exe | 9844 | 103,684 K
PowerToys.PowerLauncher.exe | 10092 | 168,392 K
PowerToys.PowerOCR.exe | 9224 | 8,868 K
PowerToys.ZoomIt.exe | 9332 | 2,560 K
python.exe | 2516 | 2,760 K
RAVBg64.exe | 3620 | 4,436 K
Registry | 132 | 41,624 K
remoting_host.exe | 4512 | 3,444 K
remoting_native_messaging_host.exe | 8988 | 16,868 K
RstMwService.exe | 4744 | 1,988 K
RtkAudioService64.exe | 2200 | 4,616 K
RtkNGUI64.exe | 11880 | 12,532 K
rundll32.exe | 23936 | 10,672 K
RuntimeBroker.exe | 1656 | 40,076 K
SearchHost.exe | 7892 | 76,760 K
SearchIndexer.exe | 9392 | 76,352 K
SearchProtocolHost.exe | 30368 | 19,960 K
Secure System | 92 | 54,932 K
SecurityHealthService.exe | 13760 | 15,928 K
SecurityHealthSystray.exe | 13812 | 4,452 K
services.exe | 652 | 9,252 K
ServiceShell.exe | 3208 | 73,924 K
ShellHost.exe | 7972 | 8,144 K
sihost.exe | 7408 | 28,376 K
smss.exe | 560 | 1,048 K
spoolsv.exe | 4288 | 5,808 K
StartMenuExperienceHost.exe | 10844 | 87,620 K
SupportAssistAgent.exe | 4440 | 272,112 K
svchost.exe | 1148 | 35,648 K
System | 4 | 3,848 K
System Idle Process | 0 | 8 K
SystemSettings.exe | 15172 | 1,316 K
TabTip.exe | 13892 | 16,996 K
taskhostw.exe | 3388 | 13,060 K
tasklist.exe | 42388 | 11,808 K
TbtP2pShortcutService.exe | 4788 | 1,708 K
TextInputHost.exe | 5952 | 58,580 K
ThunderboltService.exe | 4776 | 6,376 K
unsecapp.exe | 4052 | 3,844 K
UserOOBEBroker.exe | 15180 | 5,424 K
UshUpgradeService.exe | 2684 | 4,980 K
uvicorn.exe | 17440 | 1,140 K
WavesSvc64.exe | 10840 | 8,880 K
WavesSysSvc64.exe | 4920 | 2,224 K
Widgets.exe | 11184 | 30,528 K
WidgetService.exe | 8812 | 7,124 K
WindowsPackageManagerServer.exe | 13584 | 28,652 K
wininit.exe | 944 | 1,376 K
winlogon.exe | 600 | 7,596 K
wlanext.exe | 8016 | 2,556 K
WmiPrvSE.exe | 4076 | 33,260 K
WMIRegistrationService.exe | 5008 | 2,520 K
wslservice.exe | 5088 | 8,960 K
WUDFHost.exe | 1220 | 11,652 K

================================================================================
STARTUP PROGRAMS (8)
================================================================================

Adobe Acrobat Synchronizer | "C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe"
OneDrive | "C:\Users\SuryaDeva\AppData\Local\Microsoft\OneDrive\OneDrive.exe" /background
RtHDVBg_PushButton | "C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe" /IM
RtHDVCpl | "C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe" /s
SecurityHealth | %windir%\system32\SecurityHealthSystray.exe
Teams | "C:\Users\SuryaDeva\AppData\Local\Microsoft\WindowsApps\MSTeams_8wekyb3d8bbwe\ms-teams.exe" msteams:system-initiated
WavesSvc | "C:\Program Files\Waves\MaxxAudio\WavesSvc64.exe" -Jack
Web Companion | C:\Program Files (x86)\Lavasoft\Web Companion\Application\WebCompanion.exe --minimize 
